original,normalized,count
Mode+Intent Joint Accuracy,MODE+INTENT JOINT ACCURACY,1
ModeNCPTK,MODENCPTK,1
Model Accuracy,MODEL ACCURACY,1
Model Precision (MP),MODEL PRECISION MP,1
Model-Based Classification Accuracy,MODEL BASED CLASSIFICATION ACCURACY,1
Model-Based Evaluation,MODEL BASED EVALUATION,1
Model-as-Judge,MODEL AS JUDGE,1
Model-based Evaluation,MODEL BASED EVALUATION,1
Modification,MODIFICATION,1
Modification Ratio,MODIFICATION RATE,1
Modification rate,MODIFICATION RATE,1
Modified Precision,MODIFIED PRECISION,1
Modified precision (P_w),MODIFIED PRECISION,1
Module Accuracy,MODULE ACCURACY,1
Molecule size,MOLECULE SIZE,1
Molecule validity,MOLECULE VALIDITY,1
Molecule validity rate,MOLECULE VALIDITY RATE,1
Molmo-7B (VLM-based),MOLMO 7B VLM BASED,1
Monte Carlo Dropout Translation Probability,MONTE CARLO DROPOUT TRANSLATION PROBABILITY,1
Moral Stage Score,MORAL STAGE,1
MoralBERT,MORALBERT,1
Morality Threat,MORALITY THREAT,1
Morgan Fingerprint Similarity,MORGAN FINGERPRINT SIMILARITY,1
Morgan fingerprint,MORGAN FINGERPRINT,1
Morgan fingerprint similarity,MORGAN FINGERPRINT SIMILARITY,1
MorphEval,MORPHEVAL,1
Morpheme-level F1 score,MORPHEME LEVEL F1,1
Morphological Complexity Index,MORPHOLOGICAL COMPLEXITY INDEX,1
Morphological Tagging,MORPHOLOGICAL TAGGING,1
MuSQ,MUSQ,1
MuirBench,MUIRBENCH,1
Multi-BLEU,MULTI BLEU,1
Multi-BLEU-P,MULTI BLEU,1
Multi-Choice Accuracy (MC1),MULTI CHOICE ACCURACY MC1,1
Multi-Choice Accuracy (MC2),MULTI CHOICE ACCURACY MC1,1
Multi-Choice Accuracy (MC3),MULTI CHOICE ACCURACY MC1,1
Multi-HitRate@k,MULTI HITRATE,1
Multi-MRR@k,MULTI MRR,1
Multi-Score (MS-BLEU),MULTI MS BLEU,1
Multi-Score (MS-CHRF),MULTI MS CHRF,1
Multi-correct Scoring,MULTI CORRECT SCORING,1
Multi-dimensional Similarity (MDS),MULTI DIMENSIONAL SIMILARITY MDS,1
Multi-hop (MoverScore),MULTI HOP MOVERSCORE,1
Multi-hop accuracy,MULTI HOP ACCURACY,1
Multi-resolution STFT loss,MULTI RESOLUTION STFT LOSS,1
Multi-scale Semantic Alignment Score,MULTI SCALE SEMANTIC ALIGNMENT,1
Multi-true,MULTI TRUE,1
Multi-turn dialog safety classifier,MULTI TURN DIALOG SAFETY CLASSIFIER,1
Multilabel text classifier for error types,MULTILABEL TEXT CLASSIFIER FOR ERROR TYPES,1
Multilingual BERTScore,MULTILINGUAL BERTSCORE,1
Multimodality,MULTIMODALITY,1
Multiple regression,MULTIPLE REGRESSION,1
Multiple-choice Accuracy,MULTIPLE CHOICE ACCURACY,1
Multiple-choice selection rate,MULTIPLE CHOICE SELECTION RATE,1
Mutual Implication Score (MIS),MUTUAL IMPLICATION MIS,1
Mutual Information Gap (MIG),MUTUAL INFORMATION GAP MIG,1
Mutual information,MUTUAL INFORMATION,1
M² scorer,M SCORER,1
M²Scorer,M SCORER,1
N-gram Distinct,N GRAM DISTINCT,1
N-gram Diversity (Entropy),N GRAM DIVERSITY ENTROPY,1
N-gram Novelty,N GRAM NOVELTY,1
N-gram Text Similarity,N GRAM TEXT SIMILARITY,1
N-gram entropy,N GRAM ENTROPY,1
N-gram metrics,N GRAM METRICS,1
N-gram recall,N GRAM RECALL,1
N-gram repeat rate,N GRAM REPEAT RATE,1
N-gramScore,N GRAMSCORE,1
N-gram_overlap,N GRAM OVERLAP,1
N-grams Coverage,N GRAM COVERAGE,1
N@k,N,1
NAC,NAC,1
NANO,NANO,1
NCC,NCC,1
NCELoss,NCELOSS,1
NDCG@100,NDCG,1
NDCG@5,NDCG,1
NDCG@N,NDCG@N,1
NDCG@k,NDCG,1
NDKL,NDKL,1
NE accuracy,NE ACCURACY,1
NE-F1,NE F1,1
NE-Recall,NE RECALL,1
NE-WER,NE WER,1
NED,NED,1
NEHR,NEHR,1
NEM,NEM,1
NEOGAUGE,NEOGAUGE,1
NER,NER,1
NER recall,NE RECALL,1
NER-based Entity Frequency,NER BASED ENTITY FREQUENCY,1
NFE,NFE,1
NGD-1to4,NGD 1TO4,1
NIAH,NIAH,1
NIAH Score,NIAH,1
NIC,NIC,1
NIDF,NIDF,1
NIH score,NIH,1
NIQE,NIQE,1
NISQA-TTS,NISQA TTS,1
NISQA-V2,NISQA V2,1
NL2CMD,NL2CMD,1
NLC2CMD Competition Metric,NLC2CMD COMPETITION,1
NLI Coverage,NLI COVERAGE,1
NLI Diversity,NLI DIVERSITY,1
NLI Entailment Score,NLI ENTAILMENT,1
NLI Judge,NLI JUDGE,1
NLI accuracy,NLI ACCURACY,1
NLI contradiction ratio,NLI CONTRADICTION RATIO,1
NLI contradiction score,NLI CONTRADICTION,1
NLI score,NLI,1
NLI-A,NLI,1
NLI-C,NLI,1
NLI-Contradiction,NLI CONTRADICTION,1
NLI-E,NLI,1
NLI-Ent,NLI ENT,1
NLI-Entailment,NLI ENTAILMENT,1
NLI-S,NLI,1
NLI-based Self-Consistency,NLI BASED SELF CONSISTENCY,1
NLI-based coverage percentage,NLI BASED COVERAGE PERCENTAGE,1
NLI-based faithfulness score,NLI BASED FAITHFULNESS,1
NLI-based non-contradiction probability,NLI BASED NON CONTRADICTION PROBABILITY,1
NLI-based semantic accuracy metric,NLI BASED SEMANTIC ACCURACY,1
NLI-warmup,NLI WARMUP,1
NMAPE,NMAPE,1
NMSE,NMSE,1
NND,NND,1
NP F1 score,NP F1,1
NP precision,NP PRECISION,1
NP recall,NP RECALL,1
NPOV Score,NPOV,1
NRC-VAD (Arousal),NRC VAD AROUSAL,1
NRC-VAD (Valence),NRC VAD VALENCE,1
NSDCG,NSDCG,1
NSFW classifier scores,NSFW CLASSIFIER SCORES,1
NSI,NSI,1
NT-ASR,NT ASR,1
NTED,NTED,1
NV-Embed-v2,NV EMBED V2,1
NVP,NVP,1
N_rep,N REP,1
Naive Matching,NAIVE MATCHING,1
Naive method,NAIVE METHOD,1
Named Entity Coverage,NAMED ENTITY COVERAGE,1
Named Entity F1,NAMED ENTITY F1,1
Named Entity Precision,NAMED ENTITY PRECISION,1
Named Entity Recall,NAMED ENTITY RECALL,1
Named entity overlap,NAMED ENTITY OVERLAP,1
Narrative Organization Skew,NARRATIVE ORGANIZATION SKEW,1
Narrative adherence score (automated),NARRATIVE ADHERENCE AUTOMATED,1
NarrativeFactScore,NARRATIVEFACTSCORE,1
Narrativity,NARRATIVITY,1
Natural Language Inference,NATURAL LANGUAGE INFERENCE,1
Natural Plan,NATURAL PLAN,1
Navigation Error (NE),NAVIGATION ERROR,1
NegBLEURT,NEGBLEURT,1
Negation Detection,NEGATION DETECTION,1
Negation detection,NEGATION DETECTION,1
Negations,NEGATIONS,1
Negative Attention Score,NEGATIVE ATTENTION,1
Negative Divergence Ratio,NEGATIVE DIVERGENCE RATIO,1
Negative F1,NEGATIVE F1,1
Negative Flip Rate,NEGATIVE FLIP RATE,1
Negative Log Likelihood (NLL),NEGATIVE LOG LIKELIHOOD,1
Negative Log Probability,NEGATIVE LOG PROBABILITY,1
Negative Log-Curvature (NLC),NEGATIVE LOG CURVATURE NLC,1
Negative Log-Likelihood (NLL),NEGATIVE LOG LIKELIHOOD,1
Negative Rate,NEGATIVE RATE,1
Neighborhood KL divergence,NEIGHBORHOOD KL DIVERGENCE,1
Neighborhood Success,NEIGHBORHOOD SUCCESS,1
Net Bias Prescription Score,NET BIAS PRESCRIPTION,1
Net Reward,NET REWARD,1
Neural Age of Acquisition (nAoA),NEURAL AGE OF ACQUISITION NAOA,1
Neuron Activation Overlap (NAO),NEURON ACTIVATION OVERLAP NAO,1
Neuron-wise Mean Difference (NMD),NEURON WISE DIFFERENCE NMD,1
Neutrality Score,NEUTRALITY,1
New Information Introduced (NII),NEW INFORMATION INTRODUCED NII,1
New Page Score,NEW PAGE,1
New Words,NEW WORDS,1
Next Token Accuracy,NEXT TOKEN ACCURACY,1
Next Word Accuracy,NEXT WORD ACCURACY,1
Next-Sentence Prediction,NEXT SENTENCE PREDICTION,1
Next-word probability,NEXT WORD PROBABILITY,1
No Repetition,NO REPETITION,1
No-Illusion rate,NO ILLUSION RATE,1
Node EM,NODE EM,1
Node Entity Recall,NODE ENTITY RECALL,1
Node Relevance,NODE RELEVANCE,1
Node Soft Recall,NODE SOFT RECALL,1
Nodes Ratio,NODES RATIO,1
Noise Contrastive Estimation,NOISE CONTRASTIVE ESTIMATION,1
Noise sensitivity,NOISE SENSITIVITY,1
Non CS,NON CS,1
Non-Empty Sample Sentence Accuracy (NESSA),NON EMPTY SAMPLE SENTENCE ACCURACY NESSA,1
Non-Factual F1,NON FACTUAL F1,1
Non-Random,NON RANDOM,1
Non-Toxicity Score (NTS),NON TOXICITY NTS,1
Non-attributed sentences,NON ATTRIBUTED SENTENCES,1
Non-factual Hallucination Rate,NON FACTUAL HALLUCINATION RATE,1
Non-monotonicity,NON MONOTONICITY,1
Non-novel suffix length (NNSL),NON NOVEL SUFFIX LENGTH NNSL,1
Non-null & Unique Inference Rate,NON NULL UNIQUE INFERENCE RATE,1
Non-null Inference Rate,NON NULL INFERENCE RATE,1
Non-prompt_language_fraction,NON PROMPT LANGUAGE FRACTION,1
Non-refusal Score,NON REFUSAL,1
Non-repetition (N-Rep),NON REPETITION N REP,1
Non-terminal match rate,NON TERMINAL MATCH RATE,1
Non-termination Ratio,NON TERMINATION RATIO,1
Non-toxic,NON TOXIC,1
Non-toxicity Rate,NON TOXICITY RATE,1
Non-vocalizable Character Count,NON VOCALIZABLE CHARACTER COUNT,1
NonExist,NONEXIST,1
None Accuracy,NONE ACCURACY,1
Nonvocalizable character count,NON VOCALIZABLE CHARACTER COUNT,1
Norm Alignment,NORM ALIGNMENT,1
Normalized 2D Entropy (N2E),NORMALIZED 2D ENTROPY N2E,1
Normalized AUC,NORMALIZED AUC,1
Normalized Absolute Distance,NORMALIZED ABSOLUTE DISTANCE,1
Normalized Edit Similarity,NORMALIZED EDIT SIMILARITY,1
Normalized Entropy,NORMALIZED ENTROPY,1
Normalized Entropy (Ĥ),NORMALIZED ENTROPY,1
Normalized Error,NORMALIZED ERROR,1
Normalized Exact Match,NORMALIZED EXACT MATCH,1
Normalized Improvement,NORMALIZED IMPROVEMENT,1
Normalized Intelligibility,NORMALIZED INTELLIGIBILITY,1
Normalized Levenshtein Distance,NORMALIZED LEVENSHTEIN DISTANCE,1
Normalized Levenshtein Similarity,NORMALIZED LEVENSHTEIN SIMILARITY,1
Normalized Log Distance,NORMALIZED LOG DISTANCE,1
Normalized Pointwise Mutual Information (NPMI),NORMALIZED POINTWISE MUTUAL INFORMATION NPMI,1
Normalized Probability,NORMALIZED PROBABILITY,1
Normalized Representation Disparity (NRD),NORMALIZED REPRESENTATION DISPARITY NRD,1
Normalized Score,NORMALIZED,1
Normalized Shannon Entropy,NORMALIZED SHANNON ENTROPY,1
Normalized conditional probability,NORMALIZED CONDITIONAL PROBABILITY,1
Normalized edit distance (ED),NORMALIZED EDIT DISTANCE,1
Normalized game points,NORMALIZED GAME POINTS,1
Normalized score (NORM),NORMALIZED NORM,1
Normalized tax percentage,NORMALIZED TAX PERCENTAGE,1
Normative classifier proportion,NORMATIVE CLASSIFIER PROPORTION,1
Not Attempted (NA),NOT ATTEMPTED NA,1
Not Rejection Rate,NOT REJECTION RATE,1
Not attempted (NA),NOT ATTEMPTED NA,1
Noun Recall,NOUN RECALL,1
Noun count,NOUN COUNT,1
Noun-phrase overlap,NOUN PHRASE OVERLAP,1
Novel Bigrams,NOVEL BIGRAMS,1
Novel Mention,NOVEL MENTION,1
Novel N-Gram Percentage,NOVEL N GRAM PERCENTAGE,1
Novel Unigrams,NOVEL UNIGRAMS,1
Novel Words,NOVEL WORDS,1
Novelty (Jaccard similarity),NOVELTY JACCARD SIMILARITY,1
Novelty Count,NOVELTY COUNT,1
Novelty-n,NOVELTY,1
Nubia,NUBIA,1
Num-Prec,NUM PREC,1
NumSteps,NUMSTEPS,1
Number of Accurate Facts,NUMBER OF ACCURATE FACTS,1
Number of Attempts,NUMBER OF ATTEMPTS,1
Number of Explanation Points,NUMBER OF EXPLANATION POINTS,1
Number of Inaccurate Facts,NUMBER OF ACCURATE FACTS,1
Number of Incorrect Claims (#Incor),NUMBER OF INCORRECT CLAIMS INCOR,1
Number of Iterations,NUMBER OF ITERATIONS,1
Number of LLM calls,NUMBER OF LLM CALLS,1
Number of Leaves,NUMBER OF LEAVES,1
Number of Tokens,NUMBER OF TOKENS,1
Number of Unique Criteria Clusters,NUMBER OF UNIQUE CRITERIA CLUSTERS,1
Number of Unique URLs,NUMBER OF UNIQUE URLS,1
Number of clusters,NUMBER OF CLUSTERS,1
Number of correctly fixed bugs,NUMBER OF CORRECTLY FIXED BUGS,1
Number of distinct solutions,NUMBER OF DISTINCT SOLUTIONS,1
Number of edits,NUMBER OF EDITS,1
Number of entities per document,NUMBER OF ENTITIES PER DOCUMENT,1
Number of generated tokens,NUMBER OF GENERATED TOKENS,1
Number of grammar mistakes,NUMBER OF GRAMMAR MISTAKES,1
Number of model forwards,NUMBER OF MODEL FORWARDS,1
Number of modifications (additions/deletions),NUMBER OF MODIFICATIONS ADDITIONS DELETIONS,1
Number of plausibly fixed bugs,NUMBER OF PLAUSIBLY FIXED BUGS,1
Number of rare words,NUMBER OF RARE WORDS,1
Number of relation types,NUMBER OF RELATION TYPES,1
Number of spelling mistakes,NUMBER OF SPELLING MISTAKES,1
Number of tasks completed in sequence,NUMBER OF TASKS COMPLETED IN SEQUENCE,1
Number of tokens generated,NUMBER OF TOKENS GENERATED,1
Number of utterances,NUMBER OF UTTERANCES,1
Numeric Tolerance,NUMERIC TOLERANCE,1
Numeric rating statistics,NUMERIC RATING STATISTICS,1
Numerical Comparison,NUMERICAL COMPARISON,1
Numerical Data Count,NUMERICAL DATA COUNT,1
Numerical Score,NUMERICAL,1
O-Score,O,1
OAI Embeddings,OAI EMBEDDINGS,1
OCRBench,OCRBENCH,1
OLen,OLEN,1
OM,OM,1
OMACC,OMACC,1
OMPSCORE,OMPSCORE,1
OMSACC,OMACC,1
OOS,OOS,1
OOT,OOT,1
OOV Rate,OOV RATE,1
OOV Ratio,OOV RATIO,1
OOV tokens,OOV TOKENS,1
OOV types,OOV TYPES,1
OP-I-PROMPT,OP I PROMPT,1
OP-PROMPTS,OP PROMPTS,1
OPENLGAUGE,OPENLGAUGE,1
OPT,OPT,1
ORR,ORR,1
OS,OS,1
OTDD,OTDD,1
OTR,OTR,1
OUT-EmbCos,OUT EMBCOS,1
OUT-EmbDist,OUT EMBDIST,1
OVRL,OVRL,1
O_F,O,1
Object Coverage,OBJECT COVERAGE,1
Object count,OBJECT COUNT,1
Objective Utility,OBJECTIVE UTILITY,1
Objects Rate,OBJECTS RATE,1
Occupational Fairness (OF),OCCUPATIONAL FAIRNESS OF,1
Occurrence Percentage,OCCURRENCE PERCENTAGE,1
Odds ratios,ODDS RATIO,1
Off-road Rate,OFF ROAD RATE,1
Off-target rate,OFF TARGET RATE,1
Offense Rate,OFFENSE RATE,1
Offensive Rate,OFFENSE RATE,1
Offensive word list (HONEST score),OFFENSIVE WORD LIST HONEST,1
Offensiveness Classification,OFFENSIVENESS CLASSIFICATION,1
Olympiad-Bench,OLYMPIAD BENCH,1
Omission errors,OMISSION ERRORS,1
Omissions,OMISSIONS,1
One-hot Accuracy,ONE HOT ACCURACY,1
One-pun-word Incorporation Rate,ONE PUN WORD INCORPORATION RATE,1
Open LLM Leaderboard score,OPEN LLM LEADERBOARD,1
Open-VQA Accuracy,OPEN VQA ACCURACY,1
OpenAI-Moderation,OPENAI MODERATION,1
OpenAssistant Reward Model,OPENASSISTANT REWARD MODEL,1
OpenBookQA,OPENBOOKQA,1
OpenCHAIR,OPENCHAIR,1
OpenEval,OPENEVAL,1
OpenKiwi-MQM,OPENKIWI MQM,1
OpenLLM score,OPENLLM,1
OpenScholar,OPENSCHOLAR,1
Operation Space Compliance Accuracy,OPERATION SPACE COMPLIANCE ACCURACY,1
Opportunity Harm,OPPORTUNITY HARM,1
Opt@K,OPT,1
Optimal Decision Hit Rate,OPTIMAL DECISION HIT RATE,1
Optimal F1,OPTIMAL F1,1
Optimal Rate,OPTIMAL RATE,1
Optimal Result Gap,OPTIMAL RESULT GAP,1
Optimal leader gap,OPTIMAL LEADER GAP,1
Option Consistency,OPTION CONSISTENCY,1
Option Selection,OPTION SELECTION,1
Options Presenting Rate,OPTIONS PRESENTING RATE,1
Options Reasonable Rate,OPTIONS REASONABLE RATE,1
Oracle ROUGE,ORACLE ROUGE,1
Oracle Success Rate (OSR),ORACLE SUCCESS RATE,1
Order,ORDER,1
Order Accuracy,ORDER ACCURACY,1
Order Consistency,ORDER CONSISTENCY,1
Order of Magnitude Metric,ORDER OF MAGNITUDE,1
Ordered Rate,ORDERED RATE,1
Ordering Score,ORDERING,1
Original Accuracy,ORIGINAL ACCURACY,1
Other:R@4,OTHER,1
Others' Identity Assessment Accuracy,OTHERS IDENTITY ASSESSMENT ACCURACY,1
Out-of-distribution proportion,OUT OF DISTRIBUTION PROPORTION,1
Outcome Error Rate,OUTCOME ERROR RATE,1
Outlier,OUTLIER,1
Output Content Quality,OUTPUT CONTENT QUALITY,1
Output Length,OUTPUT LENGTH,1
Output Quality (OQ),OUTPUT QUALITY OQ,1
Output Sim,OUTPUT SIM,1
Output Similarity,OUTPUT SIMILARITY,1
Output Token Count,OUTPUT TOKEN COUNT,1
Output probabilities,OUTPUT PROBABILITIES,1
Output probability,OUTPUT PROBABILITY,1
Output-based faithfulness (judge accuracy),OUTPUT BASED FAITHFULNESS JUDGE ACCURACY,1
Over-prediction,OVER PREDICTION,1
Overall,OVERALL,1
Overall AllCorrect,OVERALL ALLCORRECT,1
Overall Assessment,OVERALL ASSESSMENT,1
Overall Novelty (ON),OVERALL NOVELTY ON,1
Overall Quality Score,OVERALL QUALITY,1
Overall Score (S),OVERALL,1
Overall-AllCorrect,OVERALL ALLCORRECT,1
Overlap F1,OVERLAP F1,1
Overlap Maximum,OVERLAP MAXIMUM,1
Overlap Minimum,OVERLAP MINIMUM,1
Overlap Rate,OVERLAP RATE,1
Overlap Score,OVERLAP,1
Overlap rate,OVERLAP RATE,1
Overlap_GT,OVERLAP GT,1
Overlapping ratio,OVERLAPPING RATIO,1
Overshoot Rate,OVERSHOOT RATE,1
Oversimplification,OVERSIMPLIFICATION,1
Overturn rate (correct→incorrect),OVERTURN RATE CORRECT INCORRECT,1
OxfordEval,OXFORDEVAL,1
P EM,P EM,1
P Mean,P,1
"P(s_i,t_i)",P S I T,1
P-CLS,P CLS,1
P-CRS,P CRS,1
P-CXMI,P CXMI,1
P-F1,P F1,1
P-Inner,P INNER,1
P-Inter,P INTER,1
P-NLI,P NLI,1
P-SIM,P SIM,1
P-Score,P,1
P-value,P VALUE,1
P1,P1,1
P2S,P2S,1
P@2,P,1
P@20,P,1
P@3,P,1
P@M,P@M,1
P@N,P@N,1
P@R90,P@R90,1
P@j,P@J,1
PA,PA,1
PAC,PAC,1
PAC-S++,PAC S++,1
PACScore,PACSCORE,1
PAN2014 plagiarism detection,PAN2014 PLAGIARISM DETECTION,1
PANAS,PANAS,1
PANICEVAL,PANICEVAL,1
PANSS,PANSS,1
PAP Success Ratio,PAP SUCCESS RATIO,1
PAR-ENT,PARENT,1
PARENT-T,PARENT,1
PAS,PAS,1
PASQ,PASQ,1
PASS@1,PASS,1
PAT,PAT,1
PAcc,PACC,1
PB (Personalization Bias) score,PB PERSONALIZATION BIAS,1
PC-Score,PC,1
PCA clustering,PCA CLUSTERING,1
PCD,PCD,1
PCMI,PCMI,1
PCR,PCR,1
PCXMI,PCXMI,1
PD,PD,1
PDI,PDI,1
PDMS,PDMS,1
PDP,PDP,1
PDScore,PDSCORE,1
PEHE,PEHE,1
PERMANOVA test,PERMANOVA TEST,1
PERSE,PERSE,1
PERSPECTIVE API,PERSPECTIVE API,1
PERSPECTIVE API toxicity score,PERSPECTIVE API TOXICITY,1
PEX,PEX,1
PF1,PF1,1
PFR,PFR,1
PHQ-9,PHQ,1
PIO-Overlap,PIO OVERLAP,1
PIPP,PIPP,1
PLAUS,PLAUS,1
PLCMOS,PLCMOS,1
PLCS,PLCS,1
PLW,PLW,1
PMI-FAITH,PMI FAITH,1
PNMI,PNMI,1
POI Popularity (PP),POI POPULARITY PP,1
POLITE GUARD,POLITE GUARD,1
POLOS,POLOS,1
PONE,PONE,1
POPE Accuracy,POPE ACCURACY,1
POS Distance,POS DISTANCE,1
POS Tag Similarity,POS TAG SIMILARITY,1
POS n-gram Overlap,POS N GRAM OVERLAP,1
POS tagging,POS TAGGING,1
POS-entropy,POS ENTROPY,1
POT,POT,1
PPE Benchmark,PPE BENCHMARK,1
PPL/zlib,PPL ZLIB,1
PPL_Ctx,PPL CTX,1
PPPL,PPPL,1
PPR,PPR,1
PPS,PPS,1
PPV,PPV,1
PQR,PQR,1
PRD,PRD,1
PRISM-QE,PRISM QE,1
PRISMA,PRISM,1
PRM-Score,PRM,1
PRMScore,PRMSCORE,1
PROB,PROB,1
PROBEVAL,PROBEVAL,1
PRP,PRP,1
PRS,PRS,1
PSAS-A,PSAS,1
PSAS-S,PSAS,1
PSP@k,PSP,1
PT-ERRANT,PT ERRANT,1
PTF,PTF,1
PTR,PTR,1
PWP,PWP,1
PWR,PWR,1
PWR@K,PWR,1
PYRAMID,PYRAMID,1
Pair-Absolute,PAIR ABSOLUTE,1
Pair-Confidence,PAIR CONFIDENCE,1
Pair-Relation,PAIR RELATION,1
PairEval,PAIREVAL,1
Paired Accuracy,PAIRED ACCURACY,1
Paired t-tests,PAIRED T TEST,1
Pairwise Agreement,PAIRWISE AGREEMENT,1
Pairwise Comparison Accuracy,PAIRWISE COMPARISON ACCURACY,1
Pairwise Comparison Agreement,PAIRWISE COMPARISON AGREEMENT,1
Pairwise F1,PAIRWISE F1,1
Pairwise GPT-4 Evaluation,PAIRWISE GPT 4 EVALUATION,1
Pairwise Matching,PAIRWISE MATCHING,1
Pairwise Positional Consistency (PPC),PAIRWISE POSITIONAL CONSISTENCY PPC,1
Pairwise Winrate,PAIRWISE WIN RATE,1
Pairwise-BLEURT,PAIRWISE BLEU,1
PandaLM,PANDALM,1
Pang-Evaluation,PANG EVALUATION,1
Paper coverage,PAPER COVERAGE,1
ParR,PARR,1
ParaBART,PARABART,1
ParaBLEU,PARABLEU,1
ParaPLUIE,PARAPLUIE,1
Parameter Compliance Accuracy,PARAMETER COMPLIANCE ACCURACY,1
Parameter Hallucination Rate,PARAMETER HALLUCINATION RATE,1
Parameter Identification Score,PARAMETER IDENTIFICATION,1
Parameter Missing Rate,PARAMETER MISSING RATE,1
Parameter Selection Accuracy,PARAMETER SELECTION ACCURACY,1
Parameter Shift Norm,PARAMETER SHIFT NORM,1
Parameter Validity Rate,PARAMETER VALIDITY RATE,1
Parameter-F1,PARAMETER F1,1
Parameters,PARAMETERS,1
Paraphrase,PARAPHRASE,1
Paraphrase Accuracy,PARAPHRASE ACCURACY,1
Paraphrase Success,PARAPHRASE SUCCESS,1
Paraphrase accuracy,PARAPHRASE ACCURACY,1
Paraphrastic Negation Consistency,PARAPHRASTIC NEGATION CONSISTENCY,1
Pareto Front,PARETO FRONT,1
ParsEval-Graph,PARSEVAL GRAPH,1
Parsability,PARSABILITY,1
Parse Tree Depth,PARSE TREE DEPTH,1
Parse Tree Matching Accuracy,PARSE TREE MATCHING ACCURACY,1
Parseable,PARSEABLE,1
Parser Error Rate,PARSER ERROR RATE,1
Parser-based evaluation,PARSER BASED EVALUATION,1
Parsimony (Concept Drift),PARSIMONY CONCEPT DRIFT,1
Parsimony (Proof Depth),PARSIMONY PROOF DEPTH,1
Parsing F1,PARSING F1,1
Part-of-Speech Tags,PART OF SPEECH TAGS,1
Partial Component Match F1,PARTIAL COMPONENT MATCH F1,1
Partial Gen Bias,PARTIAL GEN BIAS,1
Partial Match Accuracy,PARTIAL MATCH ACCURACY,1
Partial Sequence Accuracy,PARTIAL SEQUENCE ACCURACY,1
Party Switch Percentage,PARTY SWITCH PERCENTAGE,1
Pass,PASS,1
Pass Rate (PassR),PASS RATE PASSR,1
Pass Rate w/o Intact,PASS RATE W O INTACT,1
Pass Rate w/o Presentation Error,PASS RATE W O PRESENTATION ERROR,1
Pass Rate@k,PASS RATE,1
Pass@1 Accuracy,PASS ACCURACY,1
Pass@100,PASS,1
Pass@8,PASS,1
PassRate,PASS RATE,1
Passage Accuracy,PASSAGE ACCURACY,1
Passage-grounded Correctness,PASSAGE GROUNDED CORRECTNESS,1
Passive Ratio,PASSIVE RATIO,1
Passkey Depth,PASSKEY DEPTH,1
PatClaimEval,PATCLAIMEVAL,1
Patching Effect,PATCHING EFFECT,1
PatentScore,PATENTSCORE,1
Path Coverage (PC),PATH COVERAGE PC,1
Path Granularity,PATH GRANULARITY,1
Path Precision,PATH PRECISION,1
Path Rate,PATH RATE,1
Path Recall,PATH RECALL,1
Path%,PATH,1
Path-Length Weighted Success Rate (PL),PATH LENGTH SUCCESS RATE PL,1
Pattern Matching,PATTERN MATCHING,1
Pattern-matching,PATTERN MATCHING,1
Peak,PEAK,1
Peak Deviation Time,PEAK DEVIATION TIME,1
Peak GPU memory,PEAK GPU MEMORY,1
Peak Signal-to-Noise Ratio (PSNR),PEAK SIGNAL TO NOISE RATIO PSNR,1
Peakiness,PEAKINESS,1
Pearson Coefficient,PEARSON COEFFICIENT,1
Pearson Correlation Coefficient (PCC),PEARSON CORRELATION COEFFICIENT,1
Pearson correlation (r),PEARSON CORRELATION,1
Pearson correlation with human scores,PEARSON CORRELATION WITH HUMAN SCORES,1
Pearson's Correlation Coefficient,PEARSON CORRELATION COEFFICIENT,1
Pearson's R,PEARSON S,1
Pearson's correlation coefficient,PEARSON CORRELATION COEFFICIENT,1
Pearson's ρ,PEARSON,1
Pearson's χ² test,PEARSON S TEST,1
Pearson-r,PEARSON,1
Pedagogical Dimensions Score,PEDAGOGICAL DIMENSIONS,1
Pedagogical Reward Model,PEDAGOGICAL REWARD MODEL,1
Peer-exclusion gap,PEER EXCLUSION GAP,1
Penalty Rate (PR),PENALTY RATE PR,1
Per-Token Perplexity,PER TOKEN PERPLEXITY,1
Per-Word Entropy,PER WORD ENTROPY,1
Per-token latency,PER TOKEN LATENCY,1
Per-turn accuracy,PER TURN ACCURACY,1
Percentage Correct,PERCENTAGE CORRECT,1
Percentage Improvement,PERCENTAGE IMPROVEMENT,1
Percentage agreement,PERCENTAGE AGREEMENT,1
Percentage destroyed after ablation,PERCENTAGE DESTROYED AFTER ABLATION,1
Percentage of Age-Appropriate Stories,PERCENTAGE OF AGE APPROPRIATE STORIES,1
Percentage of Bad Words,PERCENTAGE OF BAD WORDS,1
Percentage of Hypothesis-Scanning vs Constraint-Seeking questions,PERCENTAGE OF HYPOTHESIS SCANNING VS CONSTRAINT SEEKING QUESTIONS,1
Percentage of Offensiveness,PERCENTAGE OF OFFENSIVENESS,1
Percentage of Positive Answers,PERCENTAGE OF POSITIVE ANSWERS,1
Percentage of Sentences Corrected,PERCENTAGE OF SENTENCES CORRECTED,1
Percentage of Valid Stories,PERCENTAGE OF VALID STORIES,1
Percentage of gendered words,PERCENTAGE OF GENDERED WORDS,1
Percentage of inconsistent APIs,PERCENTAGE OF INCONSISTENT APIS,1
Percentage of inconsistent steps,PERCENTAGE OF INCONSISTENT APIS,1
Percentage of instances with edit distance < k,PERCENTAGE OF INSTANCES WITH EDIT DISTANCE,1
